Date,Loop,GPS_x,GPS_y,Latitude,Longitude,Location,Zebra species,Filename,Pin Number,Grass species,Green leaf,Brown leaf,Green stem,Brown stem,Seed,Max height,Forb species,Green forb,Brown forb,Forb height,Notes,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,12,Cyperus,,1,,,,11,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,13,Ps,1,4,1,1,,24,Indigo v,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,14,Ps,4,,1,,,26,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,15,Ps,5,1,,3,,34,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,16,Ps,1,6,2,1,,17,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,17,Ps,,1,,2,,12,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,18,Ps,2,1,,2,,22,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,19,Ps,5,2,,1,,15,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,20,Cn,1,,1,,,5,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,21,Ps,7,5,,1,,41,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,22,Ps,5,7,2,4,,39,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,23,Cyperus,1,,,,,2,,,,,,
6/10/21,Loop 2,261744,52572,0.472598197,36.86015115,,PZ,DSCN6460,24,Cn,2,1,,,,9,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,1,Cn,,1,1,1,,19,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,2,Cn,1,1,,,,16,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,3,,,,,,,,Chinopodiu cinanata,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,4,Cn,1,3,,1,,15,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,5,Cn,6,2,1,,,16,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,6,Cn,2,,,2,,11,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,7,,,,,,,,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,8,,,,,,,,Mellania ovatta,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,9,,,,,,,,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,10,Cn,,1,,1,,5,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,11,Cn,,2,,,,6,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,12,Cn,2,1,,,,12,Mellania ovatta,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,13,Tb,1,,,,,1,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,14,Cyperus,2,,,,,2,Mellania ovatta,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,15,Cn,1,,,,,11,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,16,Cn,3,1,1,,,10,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,17,Cn,1,2,,,,7,Hibiscus mucrattas,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,18,,,,,,,,Acrattus aspera,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,19,,,,,,,,Inellgova volkensi,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,20,Cn,2,1,,,,3,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,20,Micro,3,,,,,3,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,21,Cn,3,,,,,15,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,22,Micro,1,,,,,4,,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,23,,,,,,,,Commedipia benghalensis,,,,,
6/10/21,Loop 2,261023,55190,0.496265344,36.85366855,,PZ_GZ,DSCN6461,24,,,,,,,,Powomia pattersis,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,1,Cc,4,,1,,1,13,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,2,Cp,1,1,,,,7,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,3,Cc,1,1,,,,6,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,4,Cc,3,2,,1,,8,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,5,,,,,,,,Indig v,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,6,Sp,,1,,1,,11,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,7,,,,,,,,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,8,Cc,2,1,,1,,5,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,9,Dig,1,,,1,,6,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,10,Cc,2,1,,,,4,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,11,,,,,,,,Shunchuriz pinnata,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,12,Dig,1,,,,,5,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,13,Dig,2,1,,1,,10,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,14,Cp,4,1,,,,12,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,15,,,,,,,,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,16,Sp,,2,,,,3,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,17,Cn,4,1,,1,,13,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,18,Cp,,1,,,,7,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,19,Cn,1,,,,,8,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,20,Dig,,1,,,,4,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,21,Dig,,3,1,,,19,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,22,Cn,,3,1,,1,15,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,23,Cn,3,4,1,2,,16,,,,,,
6/10/21,Loop 2,260207,55936,0.503007437,36.84633806,,GZ,DSCN6462,24,Dig,2,,,,,6,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,1,Ps,4,7,2,3,,59,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,2,Dig,1,2,,1,,6,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,3,,,,,,,,Klenia,1,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,4,Sa,1,,,,1,7,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,5,,,,,,,,Balaria,1,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,6,,,,,,,,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,7,Ps,2,2,,1,,32,Balaria,2,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,8,Cymbo,5,3,3,1,,26,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,9,Tt,1,,,,,8,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,10,,,,,,,,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,11,Bbl,1,,,,,2,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,12,Cr,3,,,,1,45,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,13,Cr,2,1,,,,15,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,14,,,,,,,,Solanium innicam,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,15,Dig,8,6,3,4,1,22,Balenia volkensis,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,16,,,,,,,,Ipomoa synonsis,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,17,Dig,3,2,,,,11,Solonium inn,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,18,Dig,5,3,,1,,14,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,19,Cyperus,,2,,,,4,Indivoea e,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,20,Cyperus,,2,,,,3,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,21,Cn,,2,,,,5,Gutten burgiea,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,22,Dig,,1,,1,,6,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,23,Cn,,1,,1,,5,,,,,,
6/10/21,Loop 2,261594,52633,0.473149275,36.85880387,,Ungrazed,DSCN6463,24,,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,1,Cc,1,,,,,4,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,2,Bare,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,3,Cc,1,3,1,,,3,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,4,Bare,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,5,Micro,4,2,,,,7,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,6,,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,7,Cr,5,1,,1,,11,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,8,Cc,,2,,1,1,9,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,9,Dig,2,1,,1,,12,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,10,Cc,2,2,,,,5,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,11,,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,12,,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,13,Micro,3,,,,,3,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,14,Cc,4,,1,1,,15,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,15,Cc,4,,1,1,,15,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,16,Cpy,2,2,,2,,14,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,17,Bare,5,2,,,,8,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,18,Both,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,19,Ps,2,1,1,,,35,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,20,Ps,2,5,,3,,36,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,21,Bare,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,22,Cr,1,,2,,2,72,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,23,Bare,,,,,,,,,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,24,,,,,,,,solonanum incarim,1,,,,
6/11/21,Loop 1,260988,52261,0.469784344,36.85336258,,GZ,DSCN6464,25,Cc,1,,1,,1,24,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,1,,,,,,,,Indigotera,1,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,2,Cc,,2,1,,,5,Erapia,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,3,Cc,,1,,1,1,12,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,4,bare,,,,,,,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,5,,,,,,,,Solangro inck,1,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,6,bare,,,,,,,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,7,Cc,2,1,1,1,,10,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,8,,,,,,,,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,9,Micro,1,1,,,,4,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,10,Cymbo,4,1,1,,,8,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,11,Both,4,1,,,,14,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,12,Bare,,,,,,,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,13,Ent,1,2,,1,,16,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,14,Cc,2,1,,,1,13,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,15,Both,3,2,,1,,11,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,16,Both,,2,,2,,25,Millitera,1,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,17,,,,,,,,Pyllanthus modany,2,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,18,Bare,,,,,,,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,19,Ps,2,7,,1,,21,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,20,Both,2,1,,1,1,17,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,21,Both,2,2,,1,,14,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,22,Both,1,2,,1,,12,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,23,Ent,1,,,,1,21,,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,24,,,,,,,,Croton dicho,,,,,
6/11/21,Loop 1,259652,50950,0.457928028,36.841368,,PZ,DSCN6465,25,Bare,,,,,,,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,1,,,,,,,,Molima dobile,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,2,Cc,3,1,1,,1,43,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,3,Cc,5,4,2,,1,37,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,4,Cymbo,8,5,,4,,74,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,5,Dig,3,2,,,,34,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,6,Cymbo,,2,,4,,41,Balaria spino,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,7,Cymbo,,6,,9,,79,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,8,Cc,2,,,1,2,25,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,9,,,,,,,,Indigotera volkensi,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,10,Dig,1,2,,3,2,35,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,11,bare,,,,,,,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,12,Cc,,1,,1,,17,Moholinima debile,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,13,,,,,,,,Asparagus flagglaris,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,14,Lepos,3,,1,,2,28,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,15,Cc,1,,1,,1,36,Balaria spino,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,16,Symbo,6,,,2,,45,Balaria spino,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,17,,,,,,,,Melhania vietina,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,18,,,,,,,,Indigotera erapia,1,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,19,Cymbo,4,3,2,6,,72,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,20,bare,,,,,,,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,21,Dig,2,2,,,,5,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,22,bare,,,,,,,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,23,Cc,1,4,1,,1,27,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,24,bare,,,,,,,,,,,,
6/11/21,Loop 1,260628,50934,0.457786042,36.85013317,,Ungrazed,DSCN6466,25,,,,,,,,Hebiscus macranthus,1,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,1,Ent,4,,,3,,40,Balaria,,1,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,2,,,,,,,,Mono,4,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,3,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,4,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,5,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,6,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,7,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,8,Cp,,4,,1,,20,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,9,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,10,Cp,,6,,1,,6,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,11,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,12,Ac,,3,,3,,15,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,13,Ac,,3,,,,10,Mono,1,3,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,14,,,,,,,,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,15,Ac,,,,2,,11,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,16,,,,,,,,Solumun l,1,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,17,,,,,,,,Pylanthus m,4,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,18,Dig,31,3,,2,,10,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,19,,,,,,,,Sicla ovata,,2,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,20,Both,,,,3,,25,Mono,,1,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,21,Dig,2,2,,,,6,Balaria,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,22,Both,,1,,1,,13,Sigcla o,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,23,Both,,3,,2,,14,,,,,,
6/14/21,Loop 1,258576,50692,0.455592546,36.83170558,Rongai Area,,DSCN3249,24,Both,,1,,1,,15,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,1,,,,,,,,Commelina b,1,1,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,2,Cp,3,1,5,1,1,30,Mono,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,3,Cp,3,1,,,,7,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,4,Cp,2,,1,2,1,20,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,5,Cp,2,3,,1,,13,Mono,1,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,6,,,,,,,,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,7,Er,4,4,,1,,45,Mono,4,1,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,8,,,,,,,,Solumun incanum,3,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,9,Cp,1,,1,,,3,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,10,,,,,,,,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,11,Cp,3,,,,,5,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,12,Cp,1,,,4,,16,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,13,Cp,1,2,,1,,11,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,14,Cp,1,4,1,1,,12,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,15,Cp,2,,1,,,9,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,16,Cp,,1,,,,5,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,17,Cp,2,5,,3,,18,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,18,,,,,,,,Baclaria,1,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,19,Both,1,,,1,,4,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,20,,,,,,,,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,21,,,,,,,,Sicla ovata,2,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,22,Both,,2,,,1,7,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,23,Er,1,,,1,,2,,,,,,
6/14/21,Loop 1,259086,51628,0.46405616,36.83628311,Rongai Area,,DSCN3251,24,,,,,,,,,,,,,
6/14/21,Loop 1,259721,50426,0.453190803,36.84198908,Soingash Dam Area,,DSCN3252,1,Cp,3,1,1,1,,6,,,,,,
6/14/21,Loop 1,259721,50426,0.453190803,36.84198908,Soingash Dam Area,,DSCN3252,2,Cp,,,,1,,7,,,,,,
6/14/21,Loop 1,259721,50426,0.453190803,36.84198908,Soingash Dam Area,,DSCN3252,3,Cp,,,,1,,5,,,,,,
6/14/21,Loop 1,259721,50426,0.453190803,36.84198908,Soingash Dam Area,,DSCN3252,4,,,,,,,,,,,,,
