"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","Days","QuickSpecies","Identifier","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","X.Cover","X.Leaf","X.Green","X.Seeds","X.Forbs","Average.Height","SD.Height","CV.Height","Average.Hits.Pin","Average.Leaves.Pin","Sp.Diversity","Distance.from.mob","Closest.mob.size","Approximate.density","Cattle.density","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Random.NDVI"
"6/29/21","4","DSCN4395","2","1125","0.491662155","36.86341092","ZC","","full","light","no rain","Grazing","hock","","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Harpachne schimperi ","medium","","","120","","","","","","","","","","","","","317.866941924","27","Camel","CM12","2021","6","29","11","25","","","","4","262107.6377","54680.50049","LB","LB","LB","21.4358728171281","28.0582849069232","0.3029","0.1202","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","14.7218322360003","","","","","","","0.295713338125005"
"6/29/21","4","DSCN4396","1","1140","0.472208849","36.85899791","Cattle","","full","light","no rain","Grazing","hock","brown with some green","Bothriochloa insculpta","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","medium","","","80","","","","","","","","","","","","Daraboi Area","442.319737776","27","Cattle","CT66","2021","6","29","11","40","","","","4","261615.5743","52528.97499","LB","MB","LB","22.0521565411477","23.2824782625969","0.2952","0.1274","0.791666666666667","0.74468085106383","0.489795918367347","0.0319148936170213","0.0408163265306122","11.25","15.4053914898818","1.36936813243394","38.7368421052632","2.8","","","","25.4647908947033","7.16197243913529","","","","","","","0.295713338125005"
"6/30/21","3","DSCN4191","1","1210","0.507529207","36.85333764","ZC","","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","","medium","","","120","","","","","","","","","","","","Gwaso Marok River ","52.812758124","28","Camel","CM13","2021","6","30","12","10","","","","3","260986.5648","56435.88576","MB","MB","MB","21.4611661945199","24.9277231704473","0.349","0.1872","0.76","0.711111111111111","0.408163265306122","0","0.0816326530612245","5.08","5.12282474161798","1.00843006724763","18.5263157894737","1.23076923076923","","","","","12.7323954473516","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4191","2","1213","0.509280026","36.85442273","CC","","full","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","60","","","","","","","","","","","","","226.704064272","28","Cattle","CT67","2021","6","30","12","13","","","","3","261107.4545","56629.5","OG","OG","OG","79.1116509461824","80.16115368937","0.349","0.1872","0.76","0.711111111111111","0.408163265306122","0","0.0816326530612245","5.08","5.12282474161798","1.00843006724763","18.5263157894737","1.23076923076923","","","","35.014087480217","12.7323954473516","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4191","3","1218","0.512657416","36.85618674","Cattle","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","50","","","","","","","","","","","","","386.713925976","28","Cattle","CT68","2021","6","30","12","18","","","","3","261304","57003","MB","LB","MB","40.7678618191406","45.2148664639703","0.3096","0.1458","0.76","0.711111111111111","0.408163265306122","0","0.0816326530612245","5.08","5.12282474161798","1.00843006724763","18.5263157894737","1.23076923076923","","","","35.014087480217","14.3239448782706","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4191","3","1218","0.512657416","36.85618674","Camel","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","70","","","","","","","","","","","","","386.713925976","28","Camel","CM14","2021","6","30","12","18","","","","3","261304","57003","MB","LB","MB","40.7678618191406","45.2148664639703","0.3096","0.1458","0.76","0.711111111111111","0.408163265306122","0","0.0816326530612245","5.08","5.12282474161798","1.00843006724763","18.5263157894737","1.23076923076923","","","","","14.3239448782706","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4192","1","1234","0.512499682","36.86561544","CKC","","part","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","medium","","","50","","","","","","","","","","","","Ewaso Nyino River","110.502575652","28","Cattle","CT69","2021","6","30","12","34","","","","3","262353.8645","56985.20071","LB","LB","LB","205.791162543291","235.611612309974","0.3531","0.1324","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","22.2816920328653","14.3239448782706","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4192","1","1234","0.512499682","36.86561544","Comm_Camel","","part","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","medium","","","130","","","","","","","","","","","","","110.502575652","28","Camel","CM15","2021","6","30","12","34","","","","3","262353.8645","56985.20071","LB","LB","LB","205.791162543291","235.611612309974","0.3531","0.1324","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","","14.3239448782706","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4192","2","1246","0.505606002","36.86995671","ZC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","Chloris roxburghiana","medium","","","44","","","","","","","","","","","","","610.14907968","28","Camel","CM16","2021","6","30","12","46","","","","4","262837.0019","56222.55076","MB","MB","MB","77.2876689768562","90.6225925050554","0.349","0.1537","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","","16.711269024649","","","","","","","0.293302227500005"
"6/30/21","3","DSCN4192","3","1251","0.506939905","36.87239007","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","light","","","20","","","","","","","","","","","","","407.342862864","28","Cattle","CT70","2021","6","30","12","51","","","","3","263108","56370","OG","LB","OG","55.7141830985315","56.4510201057448","0.2912","0.1438","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","22.2816920328653","11.9366207318922","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4194","1","954","0.47866144","36.88442624","CC","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","Pennisetum stramineum","medium","","","10","","","","","","","","","","","","","4.8711516","28","Cattle","CT71","2021","6","30","9","54","Donkey","","","4","264447.1948","53241.79665","OG","OG","OG","21.562259607387","23.1751419373961","0.2666","0.1434","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","26.1014106670708","6.52535266676771","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4194","2","956","0.47835624","36.88557607","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","light","","","20","","","","","","","","","","","","Ewaso Nyino River","43.061871888","28","Cattle","CT72","2021","6","30","9","56","","","","3","264575.2154","53208","OG","OG","OG","15.4623383196565","32.1177531041802","0.2666","0.1434","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","26.1014106670708","6.52535266676771","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4194","2","956","0.47835624","36.88557607","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","light","","","15","","","","","","","","","","","","Ewaso Nyino River","43.061871888","28","SH","SH4","2021","6","30","9","56","","","","3","264575.2154","53208","OG","OG","OG","15.4623383196565","32.1177531041802","0.2666","0.1434","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","","6.52535266676771","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4194","3","1004","0.482478443","36.88383056","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","7","","","","","","","","","","","","Ewaso Nyino River","435.30539094","28","Cattle","CT73","2021","6","30","10","4","Donkey","","","3","264381","53664","LB","OG","OG","16.8003352271729","28.1615884692169","0.2958","0.1649","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","26.1014106670708","8.91267681314614","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4194","3","1004","0.482478443","36.88383056","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","11","","","","","","","","","","","","Ewaso Nyino River","435.30539094","28","SH","SH5","2021","6","30","10","4","Donkey","","","3","264381","53664","LB","OG","OG","16.8003352271729","28.1615884692169","0.2958","0.1649","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","","8.91267681314614","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4195","1","1008","0.480585172","36.88058261","CC","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","medium","","","45","","","","","","","","","","","","","308.129989188","28","Cattle","CT74","2021","6","30","10","8","Donkey","","","3","264019.2827","53454.70596","OG","OG","OG","18.5288633585656","26.7335924420328","0.2998","0.1585","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","26.1014106670708","8.91267681314614","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4195","3","1049","0.492604569","36.87158834","CC","","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon nlemfuensis","thick","","","30","","","","","","","","","","","","","51.736980456","28","Cattle","CT75","2021","6","30","10","49","","","","4","263018.213","54784.44516","LB","OG","LB","18.5907636219819","30.8268306461722","0.3219","0.1466","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","9.54929658551372","8.11690209768666","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4195","3","1049","0.492604569","36.87158834","Comm_Camel","","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon nlemfuensis","thick","","","25","","","","","","","","","","","","","51.736980456","28","Camel","CM17","2021","6","30","10","49","","","","4","263018.213","54784.44516","LB","OG","LB","18.5907636219819","30.8268306461722","0.3219","0.1466","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","8.11690209768666","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4198","1","1057","0.500500265","36.87881359","SH","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","thick","","","23","","","","","","","","","","","","","57.8853324","28","SH","SH6","2021","6","30","10","57","Goat","","","3","263823.0096","55657.5","OG","OG","OG","20.899842178674","27.5057369786528","0.3047","0.1371","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","7.95774715459477","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4199","3","1145","0.476935696","36.8532743","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","80","","","","","","","","","","","","Daraboi Area","369.121711812","28","Cattle","CT77","2021","6","30","11","45","Giraffe","","","4","260978.4167","53052","LB","OG","LB","123.205582286242","130.832662876081","0.3107","0.1315","0.56","0.707692307692308","0.194029850746269","0.0153846153846154","0.0298507462686567","7.68","11.9363590205165","1.55421341412976","37","3.06666666666667","","","","25.4647908947033","6.36619772367581","","","","","","","0.293302227500005"
"6/30/21","4","DSCN4199","3","1145","0.476935696","36.8532743","Comm_Camel","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","90","","","","","","","","","","","","Daraboi Area","369.121711812","28","Camel","CM19","2021","6","30","11","45","Giraffe","","","4","260978.4167","53052","LB","OG","LB","123.205582286242","130.832662876081","0.3107","0.1315","0.56","0.707692307692308","0.194029850746269","0.0153846153846154","0.0298507462686567","7.68","11.9363590205165","1.55421341412976","37","3.06666666666667","","","","","6.36619772367581","","","","","","","0.293302227500005"
"7/1/21","1","DSCN4540","2","1202","0.468543618","36.8274628","CC","","full","light","no rain","Walking","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","medium","","","60","","","","","","","","","","","","","274.68613368","29","Cattle","CT78","2021","7","1","12","2","","","","4","258104","52124.66025","OG","OG","OG","103.135317657251","104.891891019906","0.3038","0.1783","0.964285714285714","0.67","0.537313432835821","0.02","0.00497512437810945","16.6785714285714","12.0155873191592","0.720420652968858","49.4814814814815","3.04545454545455","","","","19.0985931710274","4.77464829275686","","","","","","","0.290891116875005"
"7/1/21","1","DSCN4541","2","1306","0.501289724","36.84650926","MC","","full","no wind","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","","","open grassland","","","180","","","","","","","","","","","","","89.961698484","29","Cattle","CT79","2021","7","1","13","6","","","","2","260226","55746","LB","LB","LB","18.3446836985749","31.9096972172254","0.3013","0.1705","0.6","0.571428571428571","0.74","0.0357142857142857","0.44","2.52","3.90640499692492","1.55016071306545","15.0666666666667","2","","","","57.2957795130823","20.7697200734923","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4542","2","1023","0.477591892","36.87773371","ZC","","full","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Cyperus","","","","","150","","","","","","","","","","","","","87.558002532","29","Camel","CM20","2021","7","1","10","23","","","","3","263701.9616","53123.72964","OG","LB","OG","125.006850236612","126.272466468445","0.2865","0.1538","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","","12.9711278619895","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4542","3","1030","0.479133487","36.88464886","CC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","","light","","","45","","","","","","","","","","","","","56.902964916","29","Cattle","CT81","2021","7","1","10","30","Donkey","","","3","264472","53294","OG","OG","LB","19.4293422920105","23.3333217954301","0.2799","0.1467","0.846153846153846","0.805194805194805","0.525641025641026","0","0.0128205128205128","6.23076923076923","4.63299205531538","0.743566626161727","21.8181818181818","1.72222222222222","","","","14.3239448782706","3.58098621956765","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4543","1","1037","0.485610777","36.88773414","SH","","full","light","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","","light","","","40","","","","","","","","","","","","","23.516292492","29","SH","SH7","2021","7","1","10","37","Donkey","","","3","264815.7596","54010.31759","OG","OG","OG","17.1218531663437","31.6000263611218","0.2464","0.1378","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","3.58098621956765","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4543","2","1043","0.492603269","36.88002846","SH","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Aristida adscensionis","Cyperus","","medium","","","20","","","","","","","","","","","","","381.575697048","29","SH","SH8","2021","7","1","10","43","Goat","","","3","263958","54784","OG","OG","OG","21.6796002866531","22.1687712872568","0.2984","0.1692","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","3.58098621956765","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4543","3","1048","0.494070492","36.87545858","Comm_Camel","","full","no wind","no rain","Grazing","hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","","medium","","","31","","","","","","","","","","","","","21.647865876","29","Camel","CM21","2021","7","1","10","48","","","","3","263449.2085","54946.44738","OG","OG","OG","18.535112838103","27.5955335585057","0.3188","0.1396","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","12.9711278619895","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4543","3","1048","0.494070492","36.87545858","SH","","full","no wind","no rain","Grazing","hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","","medium","","","2","","","","","","","","","","","","","21.647865876","29","SH","SH9","2021","7","1","10","48","","","","3","263449.2085","54946.44738","OG","OG","OG","18.535112838103","27.5955335585057","0.3188","0.1396","0.64","0.925925925925926","0.393939393939394","0","0.181818181818182","4.4","6.98808509774554","1.58820115857853","17.875","1.5625","","","","","12.9711278619895","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4544","1","1101","0.482567366","36.86191349","CKC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Eragrostis tenuifolia","","","","","118","","","","","","","","","","","","","373.759895292","29","Cattle","CT82","2021","7","1","11","1","","","","3","261940.5798","53674.60307","LB","OG","LB","377.480208791727","388.432756464456","0.3214","0.1287","0.84","0.734375","0.292307692307692","0","0.0153846153846154","8.04","6.64880941723153","0.826966345426807","25.3333333333333","1.80769230769231","","","","37.5605665696873","9.39014164242183","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4544","3","1127","0.510171853","36.86055364","CKC","","part","light","no rain","Walking","hoof","brown","Aristida adscensionis","Cynodon dactylon","Chloris roxburghiana","","light","","","81","","","","","","","","","","","","","454.277467476","29","Cattle","CT83","2021","7","1","11","27","","","","3","261790.1564","56727.91447","LB","MB","MB","205.740108022282","207.778249660843","0.369","0.1734","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","25.783100780887","21.0880299596761","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4545","1","1134","0.519909105","36.86612988","Comm_Camel","","part","light","no rain","Grazing","hoof","brown","Chloris roxburghiana","Cynodon dactylon","","","light","","","14","","","","","","","","","","","","","26.944490832","29","Camel","CM22","2021","7","1","11","34","","","","2","262411.423","57804.71644","MB","MB","MB","321.29946386659","334.507695225472","0.3412","0.1537","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","","6.76408508140555","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4545","1","1134","0.519909105","36.86612988","CC","","part","light","no rain","Grazing","hoof","brown","Chloris roxburghiana","Cynodon dactylon","","","light","","","4","","","","","","","","","","","","","26.944490832","29","Cattle","CT84","2021","7","1","11","34","","","","2","262411.423","57804.71644","MB","MB","MB","321.29946386659","334.507695225472","0.3412","0.1537","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","1.27323954473516","6.76408508140555","","","","","","","0.290891116875005"
"7/1/21","4","DSCN4545","2","1145","0.504466564","36.87053497","Camel","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Chloris roxburghiana","","","medium","","","14","","","","","","","","","","","","Sharon Camel?","659.470437108","29","Camel","CM23","2021","7","1","11","45","","","","2","262901.3494","56096.5","MB","MB","MB","203.518286749367","206.444197244147","0.349","0.1537","0.846153846153846","0.8","0.506849315068493","0","0.0410958904109589","6.34615384615385","5.17642585336491","0.815679225378713","21.6363636363636","1.80645161290323","","","","","6.76408508140555","","","","","","","0.290891116875005"
"7/2/21","1","DSCN4549","3","1015","0.456765363","36.84142744","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","","medium","","","230","","","","","","","","","","","","Il-Motiok Community Cattle","95.763496416","30","Cattle","CT86","2021","7","2","10","15","","","","3","259658.5798","50821.39693","OG","LB","OG","18.5612180154942","28.6790922288229","0.3124","0.1883","0.72","0.75","0.452054794520548","0.0588235294117647","0.0684931506849315","8.12","8.11028154053031","0.998803145385506","30.6666666666667","1.96153846153846","","","","206.901426019464","51.725356504866","","","","","","","0.288480006250005"
"7/2/21","1","DSCN4550","1","1021","0.460589452","36.84119234","Cattle","","full","light","no rain","Grazing","belly","brown","Pennisetum stramineum","Pennisetum mezzianum","","","medium","","","200","","","","","","","","","","","","Lima 4","191.916239088","30","Cattle","CT87","2021","7","2","10","21","","","","2","259632.529","51244.38309","LB","LB","OG","237.047412083454","239.595491804491","0.2958","0.1764","0.68","0.784810126582278","0.432098765432099","0.0253164556962025","0.0246913580246914","12.72","15.2357036813751","1.19777544664899","46.9411764705882","2.58333333333333","","","","206.901426019464","51.725356504866","","","","","","","0.288480006250005"
"7/2/21","1","DSCN4550","2","1027","0.464070754","36.83984438","CC","","","","","Grazing","hock","brown","Pennisetum mezzianum","Digitaria macroblefara","Cynodon plectostachyus","","medium","","","220","","","","","","","","","","","","Ewaso Community Cattle","414.9814305","30","Cattle","CT88","2021","7","2","10","27","","","","3","259482.5505","51629.49232","OG","MB","OG","101.271722160748","111.830777022329","0.2793","0.1592","0.68","0.531914893617021","0.5","0","0.06","14.28","14.3745144845545","1.00661866138337","53.7647058823529","2.94117647058824","","","","206.901426019464","51.725356504866","","","","","","","0.288480006250005"
"7/2/21","1","DSCN4551","2","1058","0.48390434","36.84305794","CKC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","","light","","","300","","","","","","","","","","","","","41.771629788","30","Cattle","CT89","2021","7","2","10","58","","","","3","259841.0697","53823.15111","MB","MB","MB","240.728116045651","245.794737000153","0.3142","0.1759","0.708333333333333","0.646341463414634","0.477777777777778","0.0731707317073171","0.0888888888888889","14.5416666666667","15.4525336790265","1.06263841918807","51.6470588235294","1.96296296296296","","","","111.408460164327","27.8521150410817","","","","","","","0.288480006250005"
"7/2/21","1","DSCN4551","3","1106","0.491177743","36.84730341","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","Enteropogon macrostachyus","medium","","","50","","","","","","","","","","","","","192.515602524","30","Cattle","CT90","2021","7","2","11","6","","","","4","260314.0622","54627.5","MB","MB","MB","43.1084016053219","58.1909431056171","0.3146","0.1771","0.961538461538462","0.833333333333333","0.4609375","0.0317460317460317","0.015625","11.5","6.00832755431992","0.522463265593037","34.16","2.76315789473684","","","","111.408460164327","27.8521150410817","","","","","","","0.288480006250005"
"7/2/21","1","DSCN4552","3","1149","0.47903262","36.84660341","Camel","","full","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","40","","","","","","","","","","","","","237.345802764","30","Camel","CM24","2021","7","2","11","49","","","","3","260235.6873","53284.17107","MB","MB","MB","645.901295556031","656.265478348839","0.3069","0.1689","0.52","0.594594594594595","0.289473684210526","0.0540540540540541","0.0263157894736842","5.4","7.8049129826454","1.44535425604544","26.6153846153846","1.375","","","","","45.3591587811902","","","","","","","0.288480006250005"
"7/5/21","1","DSCN4546","2","1024","0.452416535","36.84190802","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","","light","","","20","","","","","","","","","","","","","17.382542856","33","Cattle","CT91","2021","7","5","10","24","","","","3","259711.9479","50340.36184","OG","OG","OG","22.3983987094217","28.5597898845149","0.3331","0.1879","0.68","0.45","0.175","0.15","0","7.28","13.3651287560826","1.83586933462673","26.1176470588235","1.28571428571429","","","","76.3943726841098","19.0985931710274","","","","","","","0.281246674375006"
"7/5/21","1","DSCN4546","3","1034","0.457452386","36.84102308","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Digitaria macroblefara","medium","","","220","","","","","","","","","","","","Il-Motiok Community Cattle","138.093469416","33","Cattle","CT92","2021","7","5","10","34","","","","4","259613.5773","50897.40137","LB","OG","LB","61.4414625941996","71.4636672330032","0.3124","0.1883","0.72","0.75","0.452054794520548","0.0588235294117647","0.0684931506849315","8.12","8.11028154053031","0.998803145385506","30.6666666666667","1.96153846153846","","","","76.3943726841098","19.0985931710274","","","","","","","0.281246674375006"
"7/5/21","2","DSCN4547","1","1045","0.479400929","36.84658066","MC","","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","","","190","","","","","","","","","","","","Stears","239.533919604","33","Cattle","CT93","2021","7","5","10","45","Elephant","","","4","260233.1671","53324.91013","MB","MB","MB","631.324584065899","640.000045819572","0.3069","0.1689","0.52","0.594594594594595","0.289473684210526","0.0540540540540541","0.0263157894736842","5.4","7.8049129826454","1.44535425604544","26.6153846153846","1.375","","","","60.4788783749202","19.0985931710274","","","","","","","0.281246674375006"
"7/5/21","2","DSCN4547","2","1106","0.497528187","36.85311771","CC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","120","","","","","","","","","","","","","555.220770384","33","Cattle","CT94","2021","7","5","11","6","","","","3","260961.7113","55329.70068","MB","LB","MB","18.5314261271574","24.5217043381988","0.3294","0.1867","0.68","0.846153846153846","0.615384615384615","0","0","6.24","6.40494600549711","1.0264336547271","24.4705882352941","1.83333333333333","","","","38.1971863420549","13.1302828050814","","","","","","","0.281246674375006"
"7/5/21","2","DSCN4547","2","1106","0.497528187","36.85311771","ZC","","full","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","","light","","","180","","","","","","","","","","","","","555.220770384","33","Camel","CM25","2021","7","5","11","6","","","","3","260961.7113","55329.70068","MB","LB","MB","18.5314261271574","24.5217043381988","0.3294","0.1867","0.68","0.846153846153846","0.615384615384615","0","0","6.24","6.40494600549711","1.0264336547271","24.4705882352941","1.83333333333333","","","","","13.1302828050814","","","","","","","0.281246674375006"
